Unnamed: 0,Division,Event,Rider,Horse,Dress Score,Dress Place,Stad Jump,Stad Time,To Date Score,To Date Place,XC Jump,XC Elapsed,XC Time,Final Score,Final Place,Difficulty,Junior,Senior,CT,Rider_x,Fall,Horse_x,Lon,Lat,temp-end,precip-end,wspd-end,visibility-end,cloudcover-end,wgust-end,moonphase-end,Precip_Prior_3_Day,Precip_Prior_5_Day,Precip_Prior_7_Day,Event_Falls,Ride_Count,Fall_Rate,Fall_Rate_Decimal,Fall_Rate_Percent
4961,Training,Bath Pony Club Mini Trial,Emily Garside,Heathen's Gold n Blue,36.43,2,0,0,36.43,1,0,4:46,0,36.43,1,4,0,0,0,Emily Garside,0,,-84.5168,38.15169,55.7,0.03,14.4,9.9,68.2,23.0,0.52,0.0,0.28,0.52,2,230,0.008695652173913044,0.008695652173913044,0.8695652173913043
5266,Advanced-A,Morven Park Fall International H.T. & CCIS,Katherine Owens,Cooley On Show,29.5,3,0,0,29.5,3,0,7:17,6.8,36.3,1,7,0,0,0,Katherine Owens,0,Cooley On Show,-77.55527,39.14542,55.5,0.09,14.4,9.9,42.7,23.0,0.5,0.42,0.4300000000000001,0.7400000000000001,16,333,0.04804804804804805,0.04804804804804805,4.804804804804805
5828,Open Preliminary-A,ESDCTA New Jersey H.T. at the Horsepark,Alyssa Phillips,Cornelius Bo,28.0,2,0,0,28,2-T,0,6:11,9.6,37.6,1,5,0,0,0,Alyssa Phillips,0,Cornelius Bo,-74.49821,40.19321,70.2,0.0,8.9,7.4,81.1,,0.39,0.07,0.07,0.07,11,332,0.03313253012048193,0.03313253012048193,3.313253012048193
6134,Introductory-A,Larkin Hill HT,Spencer Stickles,Myserty Machine,33.1,3,0,0,33.1,2,0,4:00,0,33.1,1,1,0,0,0,Spencer Stickles,0,,-73.64431,42.47909,63.1,0.0,12.7,7.1,45.3,24.2,0.35,0.0,0.0,0.0,28,897,0.03121516164994426,0.03121516164994426,3.121516164994426
6337,Entry - 3 Phase,Barnstaple South Jackpot and 3-Phase (Sept. 24),Caroline Mandeville,Blue Rock Emerald Princess,37.8,1,4,0,41.8,1,0,3:19,0,41.8,1,0,0,0,0,,0,,-82.21323000000002,29.40346,77.7,0.0,11.5,9.9,25.4,19.7,0.25,0.01,0.12,0.75,0,35,0.0,0.0,0.0
6380,CCI Two Star - S,Stable View Oktoberfest 1/ 2/3/4* and H.T.,Elisabeth Halliday-Sharp,Maryville Sir Henry,27.4,1,0,0,27.4,1,0,5:46,0,27.4,1,5,0,0,0,Elisabeth Halliday-Sharp,0,,-81.79998,33.64859000000001,77.9,0.0,8.8,8.4,24.9,,0.98,0.0,0.0,0.0,19,665,0.02857142857142857,0.02857142857142857,2.857142857142857
6743,Preliminary/training,Full Gallop Farm Sept. Schooling HT,Lauren Lindsay,FGF Shelby Cobra,35.7,2,8,2,45.7,1,0,4:49,0,45.7,1,5,0,0,0,Lauren Lindsay,0,FGF Shelby Cobra,-81.58405,33.57045,80.9,0.0,10.6,9.9,10.2,17.2,0.34,0.0,0.0,0.19,1,71,0.014084507042253521,0.014084507042253521,1.4084507042253522
6783,Training-A,Apple Knoll Farm H.T.(Sep 2020),Lanie Mourgenos,Fit & Frisky,24.6,1,0,0,24.6,1,0,4:46,0,24.6,1,4,0,0,0,Lanie Mourgenos,0,Fit & Frisky,-70.57221,41.86124,52.7,0.0,16.9,9.8,10.8,27.5,0.02,0.04,0.04,0.04,4,83,0.04819277108433735,0.04819277108433735,4.819277108433735
7162,CCI Two Star Short-A,Plantation Field International CCI-S(Sep 2020),Olivia Dutton,Iniesta,29.7,1,4,0,0,36.1,0,6:11,6.4,36.1,2,5,0,0,0,Olivia Dutton,0,Iniesta,-75.78744,39.90874,52.7,0.0,16.9,9.8,10.8,27.5,0.02,0.04,0.04,0.04,7,184,0.03804347826086957,0.03804347826086957,3.804347826086957
8798,Preliminary,Course Brook Farm Horse Trials,Ferial Johnson,Great Recession,33.0,3,0,0.4,33.4,2,0,5:58,9.2,42.6,1,5,0,0,0,Ferial Johnson,0,Great Recession,-71.39974000000002,42.25229,77.7,0.0,9.9,7.7,20.4,18.3,0.96,0.18,0.51,0.54,7,320,0.021875,0.021875,2.1875
9306,Training,Majestic Oaks Schooling Show,Elinor O'Neal,Ete Indien Kalone,31.0,2,0,0.8,31.8,2,0,5:09,0.8,32.6,1,4,0,0,0,Elinor O'Neal,0,Ete Indien Kalone,-82.21323000000002,29.40346,58.9,0.02,5.5,8.8,74.4,,0.95,0.0,0.15,0.35,0,67,0.0,0.0,0.0
9391,Elementary - Junior Horse Trials-A,GMHA Starter Horse Trials (Aug 2020),Piper Jordan,Sugar Maple,48.3,6,0,0,48.3,3,0,2:26,0,48.3,1,1,1,0,0,,0,,-72.53926,43.55708,63.1,0.0,11.0,9.9,67.1,21.5,0.45,0.8300000000000001,1.32,1.59,0,71,0.0,0.0,0.0
